Time,Unix,Aggregate,Fridge,Freezer,Washing_Machine,Dishwasher,Computer,Television,Microwave,Kettle,Toaster,active_count
2014-04-04 17:20:03,1396632003,365,0,0,71,0,0,0,0,39,1,3
2014-04-04 17:21:34,1396632094,385,0,0,69,0,0,0,0,31,1,3
2014-04-04 17:22:49,1396632169,372,0,0,70,0,0,0,0,31,1,3
2014-04-04 17:24:20,1396632260,368,0,0,70,0,0,0,0,30,1,3
2014-04-04 17:26:04,1396632364,309,0,0,70,0,0,0,0,30,1,3
2014-04-04 17:27:33,1396632453,355,0,0,69,0,0,0,0,30,1,3
2014-04-04 17:29:04,1396632544,356,0,0,69,0,0,0,0,30,1,3
2014-04-04 17:30:19,1396632619,363,0,0,69,0,0,0,0,47,1,3
2014-04-04 17:44:05,1396633445,385,0,54,0,0,0,0,0,47,1,3
2014-04-04 17:45:35,1396633535,310,0,49,0,0,0,0,0,34,1,3
2014-04-04 17:46:49,1396633609,308,0,48,0,0,0,0,0,47,1,3
2014-04-04 17:48:33,1396633713,343,0,47,0,0,0,0,0,31,1,3
2014-04-04 17:50:03,1396633803,347,0,47,0,0,0,0,0,31,1,3
2014-04-04 17:51:34,1396633894,364,0,47,0,0,0,0,0,31,1,3
2014-04-04 17:53:19,1396633999,366,0,46,0,0,0,0,0,31,1,3
2014-04-04 17:54:20,1396634060,359,0,46,0,0,0,0,0,31,1,3
2014-04-04 17:56:04,1396634164,318,0,46,0,0,0,0,0,39,1,3
2014-04-04 17:57:20,1396634240,448,377,45,0,0,0,0,0,35,1,4
2014-04-04 17:59:20,1396634360,428,84,44,0,0,0,0,0,43,1,4
2014-04-04 18:00:35,1396634435,428,84,45,0,0,0,0,0,35,1,4
2014-04-04 18:02:20,1396634540,447,84,44,0,0,0,0,0,33,1,4
2014-04-04 18:04:19,1396634659,329,82,0,0,0,0,0,0,35,1,3
2014-04-04 18:05:33,1396634733,322,80,0,0,0,0,0,0,38,1,3
2014-04-04 18:06:35,1396634795,319,79,0,0,0,0,0,0,37,1,3
2014-04-04 18:07:50,1396634870,372,78,0,0,0,0,0,0,31,1,3
2014-04-04 18:09:03,1396634943,453,77,0,82,0,0,0,0,37,1,4
2014-04-04 18:10:03,1396635003,443,76,0,77,0,0,0,0,35,1,4
2014-04-04 18:11:04,1396635064,442,74,0,75,0,0,0,0,31,1,4
2014-04-04 18:12:19,1396635139,467,74,0,74,0,0,0,0,30,1,4
2014-04-04 18:13:19,1396635199,574,73,0,73,0,0,0,0,37,1,4
2014-04-04 18:14:35,1396635275,504,72,0,72,0,0,0,0,34,1,4
2014-04-04 18:16:04,1396635364,391,72,0,73,0,0,0,0,30,1,4
2014-04-04 18:17:04,1396635424,387,72,0,72,0,0,0,0,31,1,4
2014-04-04 18:18:05,1396635485,445,71,0,71,0,0,0,0,9,1,4
2014-04-04 18:19:35,1396635575,395,70,0,72,0,0,0,0,0,1,3
2014-04-04 18:21:05,1396635665,397,70,0,72,0,0,0,0,0,1,3
2014-04-04 18:22:49,1396635769,421,69,0,70,0,0,0,0,0,1,3
2014-04-04 18:24:04,1396635844,427,69,0,69,0,0,0,0,0,1,3
2014-04-04 18:25:34,1396635934,353,68,0,70,0,0,0,0,0,1,3
2014-04-04 18:26:35,1396635995,351,68,0,70,0,0,0,0,0,1,3
2014-04-04 18:27:50,1396636070,273,36,0,70,0,0,0,0,0,1,3
2014-04-04 19:23:20,1396639400,586,0,59,70,0,0,0,0,0,1,3
2014-04-04 19:24:20,1396639460,533,0,53,70,0,0,0,0,0,1,3
2014-04-04 19:25:35,1396639535,532,0,48,70,0,0,0,0,0,1,3
2014-04-04 19:27:04,1396639624,529,0,47,70,0,0,0,0,0,1,3
2014-04-04 19:28:20,1396639700,533,0,47,71,0,0,0,0,0,1,3
2014-04-04 19:30:05,1396639805,583,0,46,69,0,0,0,0,0,1,3
2014-04-04 19:31:21,1396639881,603,0,45,69,0,0,0,0,0,1,3
2014-04-04 19:32:34,1396639954,605,0,46,70,0,0,0,0,0,1,3
2014-04-04 19:48:04,1396640884,591,87,0,0,0,0,0,24,0,1,3
2014-04-04 19:49:34,1396640974,587,85,0,0,0,0,0,47,0,1,3
2014-04-04 19:50:49,1396641049,671,84,0,0,0,0,0,25,0,1,3
2014-04-04 19:52:20,1396641140,676,84,0,0,0,0,0,38,0,1,3
2014-04-04 19:54:05,1396641245,612,82,0,0,0,0,0,48,0,1,3
2014-04-04 19:55:04,1396641304,594,81,0,0,0,0,0,31,0,1,3
2014-04-04 19:56:05,1396641365,595,80,0,0,0,0,0,30,0,1,3
2014-04-04 19:57:20,1396641440,594,78,0,0,0,0,0,40,0,1,3
2014-04-04 19:58:35,1396641515,585,76,0,0,0,0,0,28,0,1,3
2014-04-04 19:59:50,1396641590,600,75,0,0,0,0,0,47,0,1,3
2014-04-04 20:01:20,1396641680,639,74,0,0,0,0,0,30,0,1,3
2014-04-04 20:02:34,1396641754,629,73,0,0,0,0,0,30,0,1,3
2014-04-04 20:03:34,1396641814,631,72,0,0,0,0,0,31,0,1,3
2014-04-04 20:04:37,1396641877,580,71,0,0,0,0,0,30,0,1,3
2014-04-04 20:05:36,1396641936,601,71,0,0,0,0,0,28,0,1,3
2014-04-04 20:06:36,1396641996,583,71,0,0,0,0,0,26,0,1,3
2014-04-04 20:07:36,1396642056,580,71,0,0,0,0,0,31,0,1,3
2014-04-04 20:08:41,1396642121,574,70,0,0,0,0,0,26,0,1,3
2014-04-04 20:10:11,1396642211,668,70,0,84,0,0,0,34,0,1,4
2014-04-04 20:11:06,1396642266,717,70,0,76,0,0,0,27,0,1,4
2014-04-04 20:13:05,1396642385,722,69,0,75,0,0,0,36,0,1,4
2014-04-04 20:14:20,1396642460,695,68,58,73,0,0,0,26,0,1,5
2014-04-04 20:15:35,1396642535,698,68,51,73,0,0,0,32,0,1,5
2014-04-04 20:17:34,1396642654,618,0,48,73,0,0,0,25,0,1,4
2014-04-04 20:18:50,1396642730,625,0,47,72,0,0,0,26,0,1,4
2014-04-04 20:21:19,1396642879,686,0,46,72,0,0,0,31,0,1,4
2014-04-04 20:22:50,1396642970,685,0,46,71,0,0,0,27,0,1,4
2014-04-04 20:24:20,1396643060,621,0,46,78,0,0,0,24,0,1,4
2014-04-04 20:26:05,1396643165,615,0,45,75,0,0,0,26,0,1,4
2014-04-04 20:27:20,1396643240,616,0,46,74,0,0,0,25,0,1,4
2014-04-04 20:28:35,1396643315,625,0,45,73,0,0,0,26,0,1,4
2014-04-04 20:30:04,1396643404,620,0,45,73,0,0,0,25,34,1,5
2014-04-04 20:31:34,1396643494,679,0,44,72,0,0,0,26,45,1,5
2014-04-04 20:33:05,1396643585,691,0,0,71,0,0,0,24,32,1,4
2014-04-04 20:34:19,1396643659,598,0,0,70,0,0,0,24,31,1,4
2014-04-04 20:35:19,1396643719,606,0,0,70,0,0,0,26,38,1,4
2014-04-04 20:37:20,1396643840,608,0,0,70,0,0,0,26,37,1,4
2014-04-04 20:39:50,1396643990,553,0,0,0,0,0,0,25,37,1,3
2014-04-04 20:41:50,1396644110,512,0,0,0,0,0,0,26,36,1,3
2014-04-04 20:43:19,1396644199,508,0,0,0,0,0,0,24,31,1,3
2014-04-04 20:44:21,1396644261,461,0,0,0,0,0,0,24,34,1,3
2014-04-04 20:45:21,1396644321,469,0,0,0,0,0,0,26,41,1,3
2014-04-04 20:46:50,1396644410,470,0,0,0,0,0,0,27,32,1,3
2014-04-04 20:49:05,1396644545,479,0,0,0,0,0,0,24,32,1,3
2014-04-04 20:50:21,1396644621,462,0,0,0,0,0,0,26,32,1,3
2014-04-04 20:51:36,1396644696,534,0,0,0,0,0,0,28,32,1,3
2014-04-04 20:54:05,1396644845,465,0,0,0,0,0,0,27,32,1,3
2014-04-04 20:56:35,1396644995,462,0,0,0,0,0,0,25,31,1,3
2014-04-04 20:58:20,1396645100,458,0,0,0,0,0,0,24,41,1,3
2014-04-04 20:59:33,1396645173,458,0,0,0,0,0,0,26,31,1,3
2014-04-04 21:00:36,1396645236,471,0,0,0,0,0,0,26,45,1,3
2014-04-04 21:02:20,1396645340,501,0,0,0,0,0,0,26,39,1,3
2014-04-04 21:03:50,1396645430,512,0,0,0,0,0,0,25,31,1,3
2014-04-04 21:05:20,1396645520,456,0,0,0,0,0,0,28,33,1,3
2014-04-04 21:06:56,1396645616,511,0,53,0,0,0,0,26,31,1,4
2014-04-04 21:07:56,1396645676,498,0,50,0,0,0,0,25,31,1,4
2014-04-04 21:08:51,1396645731,495,0,48,0,0,0,0,24,31,1,4
2014-04-04 21:09:51,1396645791,495,0,47,0,0,0,0,25,31,1,4
2014-04-04 21:11:35,1396645895,568,0,47,0,0,0,0,25,30,1,4
2014-04-04 21:13:19,1396645999,569,0,46,0,0,0,0,27,30,1,4
2014-04-04 21:14:35,1396646075,498,0,46,0,0,0,0,26,31,1,4
2014-04-04 21:16:04,1396646164,490,0,46,0,0,0,0,25,31,1,4
2014-04-04 21:17:20,1396646240,549,0,46,77,0,0,0,29,30,1,5
2014-04-04 21:18:35,1396646315,551,0,45,77,0,0,0,25,31,1,5
2014-04-04 21:20:05,1396646405,548,0,45,75,0,0,0,25,31,1,5
2014-04-04 21:22:05,1396646525,598,0,45,73,0,0,0,26,30,1,5
2014-04-04 21:24:04,1396646644,511,0,0,72,0,0,0,25,30,1,4
2014-04-04 21:25:34,1396646734,506,0,0,72,0,0,0,26,31,1,4
2014-04-04 21:26:50,1396646810,512,0,0,72,0,0,0,24,30,1,4
2014-04-04 21:29:05,1396646945,516,0,0,72,0,0,0,27,42,1,4
2014-04-04 21:30:20,1396647020,536,0,0,72,0,0,0,25,39,1,4
2014-04-04 21:32:05,1396647125,627,0,0,71,0,0,0,0,34,1,3
2014-04-04 21:33:20,1396647200,620,0,0,71,0,0,0,0,30,1,3
2014-04-04 21:34:35,1396647275,636,87,0,71,0,0,0,0,30,1,4
2014-04-04 21:36:05,1396647365,635,85,0,70,0,0,0,0,30,1,4
2014-04-04 21:37:35,1396647455,638,85,0,70,0,0,0,0,33,1,4
2014-04-04 21:38:50,1396647530,573,85,0,0,0,0,0,0,31,1,3
2014-04-04 21:40:35,1396647635,561,82,0,0,0,0,0,0,30,1,3
2014-04-04 21:42:20,1396647740,601,80,0,0,0,0,0,0,31,1,3
2014-04-04 21:43:34,1396647814,605,79,0,0,0,0,0,0,30,1,3
2014-04-04 21:44:34,1396647874,605,78,0,0,0,0,0,0,31,1,3
2014-04-04 21:45:34,1396647934,556,77,0,0,0,0,0,0,30,1,3
2014-04-04 21:46:34,1396647994,556,76,0,0,0,0,0,0,31,1,3
2014-04-04 21:47:36,1396648056,558,75,0,0,0,0,0,0,31,1,3
2014-04-04 21:49:05,1396648145,557,74,0,0,0,0,0,0,31,1,3
2014-04-04 21:50:20,1396648220,550,73,0,0,0,0,0,0,30,1,3
2014-04-04 21:51:35,1396648295,549,72,0,0,0,0,0,0,30,1,3
2014-04-04 21:52:50,1396648370,626,71,0,0,0,0,0,0,30,1,3
2014-04-04 21:54:05,1396648445,619,71,0,0,0,0,0,0,30,1,3
2014-04-04 21:56:04,1396648564,547,70,0,0,0,0,0,0,31,1,3
2014-04-04 21:57:36,1396648656,537,69,0,0,0,0,0,0,31,1,3
2014-04-04 21:58:36,1396648716,598,69,58,0,0,0,8,0,31,1,5
2014-04-04 21:59:50,1396648790,652,68,52,0,0,0,66,0,31,1,5
2014-04-04 22:01:48,1396648908,720,69,48,77,0,0,65,0,30,1,6
2014-04-04 22:02:50,1396648970,782,68,47,77,0,0,67,0,30,1,6
2014-04-04 22:04:05,1396649045,773,68,46,76,0,0,68,0,31,1,6
2014-04-04 22:05:19,1396649119,726,67,46,75,0,0,71,0,31,1,6
2014-04-04 22:06:20,1396649180,661,0,46,75,0,0,68,0,31,1,5
2014-04-04 22:08:19,1396649299,648,0,46,73,0,0,69,0,31,1,5
2014-04-04 22:09:34,1396649374,641,0,45,73,0,0,65,0,31,1,5
2014-04-04 22:11:04,1396649464,648,0,45,72,0,0,70,0,30,1,5
2014-04-04 22:12:19,1396649539,705,0,44,72,0,0,69,0,31,1,5
2014-04-04 22:13:34,1396649614,715,0,45,71,0,0,65,0,31,1,5
2014-04-04 22:14:36,1396649676,713,0,44,70,0,0,65,0,30,1,5
2014-04-04 22:16:05,1396649765,538,0,0,70,0,0,23,0,30,1,4
2014-04-04 22:17:49,1396649869,604,0,0,70,0,0,0,0,30,1,3
2014-04-04 22:18:50,1396649930,605,0,0,71,0,0,0,0,31,1,3
2014-04-04 22:20:35,1396650035,605,0,0,69,0,0,0,0,31,1,3
2014-04-04 22:22:49,1396650169,659,0,0,69,0,0,0,0,30,1,3
2014-04-04 22:52:19,1396651939,617,0,59,0,0,0,0,0,34,1,3
2014-04-04 22:53:34,1396652014,674,0,50,0,0,0,0,0,35,1,3
2014-04-04 22:54:50,1396652090,663,0,48,0,0,0,0,0,38,1,3
2014-04-04 22:57:19,1396652239,597,0,47,0,0,0,0,0,31,1,3
2014-04-04 22:58:35,1396652315,590,0,46,0,0,0,0,0,33,1,3
2014-04-04 22:59:35,1396652375,594,0,46,0,0,0,0,0,31,1,3
2014-04-04 23:00:50,1396652450,664,0,46,82,0,0,0,0,30,1,4
2014-04-04 23:02:34,1396652554,664,0,45,75,0,0,0,0,31,1,4
2014-04-04 23:03:35,1396652615,708,0,45,75,0,0,0,0,31,1,4
2014-04-04 23:04:48,1396652688,711,0,45,74,0,0,0,0,30,1,4
2014-04-04 23:06:02,1396652762,663,0,45,73,0,0,0,0,32,1,4
2014-04-04 23:07:01,1396652821,674,12,44,72,0,0,0,0,43,1,5
2014-04-04 23:08:02,1396652882,652,0,44,73,0,0,0,0,37,1,4
2014-04-04 23:09:03,1396652943,616,0,33,75,0,0,0,0,38,1,4
2014-04-04 23:10:02,1396653002,631,0,0,75,0,0,0,0,30,1,3
2014-04-04 23:11:02,1396653062,608,0,0,73,0,0,0,0,30,1,3
2014-04-04 23:12:02,1396653122,613,0,0,73,0,0,0,0,30,1,3
2014-04-04 23:13:01,1396653181,677,0,0,72,0,0,0,0,30,1,3
2014-04-04 23:14:05,1396653245,693,0,0,72,0,0,0,0,34,1,3
2014-04-04 23:15:05,1396653305,684,0,0,72,0,0,0,0,41,1,3
2014-04-04 23:16:06,1396653366,606,0,0,72,0,0,0,0,45,1,3
2014-04-04 23:17:19,1396653439,606,0,0,71,0,0,0,0,30,1,3
2014-04-04 23:18:21,1396653501,609,0,0,71,0,0,0,0,44,1,3
2014-04-04 23:19:35,1396653575,616,0,0,72,0,0,0,0,42,1,3
2014-04-04 23:21:06,1396653666,607,0,0,71,0,0,0,0,38,1,3
2014-04-04 23:22:19,1396653739,617,0,0,71,0,0,0,0,37,1,3
2014-04-04 23:23:34,1396653814,661,0,0,70,0,0,0,0,30,1,3
2014-04-04 23:24:49,1396653889,654,0,0,70,0,0,0,0,31,1,3
2014-04-04 23:26:19,1396653979,556,0,0,70,0,0,0,0,30,1,3
2014-04-04 23:27:34,1396654054,552,0,0,75,0,0,0,0,30,1,3
2014-04-04 23:29:50,1396654190,605,86,0,72,0,0,0,0,0,1,3
2014-04-04 23:31:20,1396654280,606,85,0,72,0,0,0,0,0,1,3
2014-04-04 23:32:50,1396654370,663,85,0,72,0,0,0,0,0,1,3
2014-04-04 23:34:20,1396654460,680,84,0,71,0,0,0,0,0,1,3
2014-04-04 23:36:19,1396654579,609,82,0,71,0,0,0,0,0,1,3
2014-04-04 23:46:19,1396655179,580,72,58,0,0,0,0,0,0,1,3
2014-04-04 23:47:20,1396655240,571,73,53,0,0,0,0,0,0,1,3
2014-04-04 23:48:51,1396655331,569,71,49,0,0,0,0,0,0,1,3
2014-04-04 23:50:05,1396655405,567,71,48,0,0,0,0,0,0,1,3
2014-04-04 23:51:50,1396655510,561,70,47,0,0,0,0,0,0,1,3
2014-04-04 23:53:19,1396655599,560,69,46,0,0,0,0,0,0,1,3
2014-04-04 23:54:20,1396655660,641,69,46,0,0,0,0,0,0,1,3
2014-04-04 23:55:35,1396655735,668,69,46,0,0,0,0,0,0,1,3
2014-04-04 23:57:19,1396655839,584,68,45,0,0,0,0,0,0,1,3
2014-04-04 23:58:19,1396655899,583,68,45,0,0,0,0,0,0,1,3
2014-04-04 23:59:19,1396655959,593,67,45,0,0,0,0,0,0,1,3
2014-04-05 00:14:13,1396656853,1608,12,0,77,0,0,0,0,0,992,3
2014-04-05 00:24:33,1396657473,1880,0,0,71,0,0,0,0,29,989,3
2014-04-05 01:27:58,1396661278,1219,0,0,71,0,0,0,0,42,989,3
2014-04-05 01:28:58,1396661338,1212,0,0,71,0,0,0,0,35,985,3
2014-04-05 01:29:59,1396661399,1213,0,0,70,0,0,0,0,35,993,3
2014-04-05 01:30:59,1396661459,1343,86,0,71,0,0,0,0,32,996,4
2014-04-05 01:31:59,1396661519,1313,84,0,70,0,0,0,0,32,994,4
2014-04-05 01:32:58,1396661578,1317,83,0,70,0,0,0,0,33,992,4
2014-04-05 01:33:59,1396661639,1317,84,0,69,0,0,0,0,34,991,4
2014-04-05 01:34:59,1396661699,1307,83,0,70,0,0,0,0,32,992,4
2014-04-05 01:35:59,1396661759,1358,83,58,70,0,0,0,0,31,980,5
2014-04-05 01:36:59,1396661819,1355,83,51,70,0,0,0,0,31,992,5
2014-04-05 01:37:59,1396661879,1347,80,49,70,0,0,0,0,30,993,5
2014-04-05 01:38:59,1396661939,1364,79,48,69,0,0,0,0,31,986,5
2014-04-05 01:39:58,1396661998,1270,79,47,0,0,0,0,0,31,997,4
2014-04-05 01:40:58,1396662058,1278,78,47,0,0,0,0,0,31,990,4
2014-04-05 01:41:59,1396662119,1266,76,46,0,0,0,0,0,31,992,4
2014-04-05 01:42:57,1396662177,1290,76,46,0,0,0,0,0,31,984,4
2014-04-05 01:43:59,1396662239,1265,74,46,0,0,0,0,0,31,999,4
2014-04-05 01:44:58,1396662298,1214,74,45,0,0,0,0,0,9,990,4
2014-04-05 01:45:58,1396662358,1215,73,45,0,0,0,0,0,0,986,3
2014-04-05 01:46:59,1396662419,1222,73,45,0,0,0,0,0,0,995,3
2014-04-05 01:47:58,1396662478,1213,72,45,0,0,0,0,0,0,997,3
2014-04-05 01:48:59,1396662539,1222,72,45,0,0,0,0,0,0,986,3
2014-04-05 01:49:58,1396662598,1215,71,45,0,0,0,0,0,0,993,3
2014-04-05 01:50:59,1396662659,1221,70,44,0,0,0,0,0,0,991,3
2014-04-05 01:51:59,1396662719,1213,70,44,0,0,0,0,0,0,1000,3
2014-04-05 02:28:44,1396664924,1188,0,0,70,0,33,0,0,0,984,3
2014-04-05 02:29:45,1396664985,1484,0,0,70,0,44,0,0,0,985,3
2014-04-05 02:30:45,1396665045,2337,0,0,70,0,2144,0,0,0,1,3
2014-04-05 02:31:45,1396665105,3530,0,58,70,0,2236,0,0,0,986,4
2014-04-05 02:32:43,1396665163,3736,0,51,69,0,2155,0,0,0,972,4
2014-04-05 02:33:44,1396665224,3803,0,50,69,0,2126,0,0,0,977,4
2014-04-05 02:34:44,1396665284,3708,0,47,68,0,2094,0,0,0,971,4
2014-04-05 02:35:44,1396665344,3747,0,47,70,0,11,0,0,0,995,4
2014-04-05 02:36:44,1396665404,1482,0,47,69,0,178,0,0,0,990,4
2014-04-05 02:37:45,1396665465,3630,0,46,69,0,156,0,0,0,989,4
2014-04-05 02:38:44,1396665524,789,0,45,0,0,118,0,0,0,1,3
2014-04-05 02:39:44,1396665584,1175,0,45,0,0,104,0,0,0,990,3
2014-04-05 02:40:45,1396665645,1200,0,45,0,0,32,0,0,0,995,3
2014-04-05 02:41:44,1396665704,1268,0,45,0,0,73,0,0,0,996,3
2014-04-05 02:42:45,1396665765,1222,0,45,0,0,100,0,0,0,986,3
2014-04-05 02:43:44,1396665824,1323,0,45,0,0,268,0,0,0,993,3
2014-04-05 02:44:46,1396665886,1191,0,44,0,0,9,0,0,0,997,3
2014-04-05 02:45:45,1396665945,222,0,45,0,0,9,0,0,0,1,3
2014-04-05 02:46:45,1396666005,1172,0,45,0,0,169,0,0,0,993,3
2014-04-05 02:47:44,1396666064,1241,0,44,0,0,27,0,0,0,995,3
2014-04-05 03:27:19,1396668439,1201,0,57,71,0,0,0,0,0,989,3
2014-04-05 03:28:19,1396668499,1226,0,55,70,0,0,0,0,0,984,3
2014-04-05 03:29:19,1396668559,272,0,50,71,0,0,0,0,0,1,3
2014-04-05 03:30:19,1396668619,1226,0,48,70,0,0,0,0,0,1001,3
2014-04-05 03:31:19,1396668679,1222,0,48,70,0,0,0,0,0,993,3
2014-04-05 03:32:19,1396668739,1230,0,47,70,0,0,0,0,0,997,3
2014-04-05 03:33:18,1396668798,1219,0,46,69,0,0,0,0,0,989,3
2014-04-05 03:34:19,1396668859,265,0,46,70,0,0,0,0,0,1,3
2014-04-05 03:35:19,1396668919,1223,0,46,69,0,0,0,0,0,1002,3
2014-04-05 03:36:19,1396668979,1237,0,46,69,0,0,0,0,0,990,3
2014-04-05 03:43:19,1396669399,1228,89,45,0,0,0,0,0,0,992,3
2014-04-05 03:44:33,1396669473,1435,84,38,0,0,0,0,0,0,995,3
2014-04-05 04:24:44,1396671884,1235,0,56,71,0,0,0,0,0,992,3
2014-04-05 04:25:44,1396671944,1223,0,51,70,0,0,0,0,0,1001,3
2014-04-05 04:26:44,1396672004,1232,0,49,71,0,0,0,0,0,996,3
2014-04-05 04:27:44,1396672064,1224,0,47,71,0,0,0,0,0,1002,3
2014-04-05 04:28:45,1396672125,1243,0,47,70,0,0,0,0,0,996,3
2014-04-05 04:29:45,1396672185,268,0,47,71,0,0,0,0,0,1,3
2014-04-05 04:30:45,1396672245,1241,0,46,70,0,0,0,0,0,993,3
2014-04-05 04:31:44,1396672304,1222,0,46,69,0,0,0,0,0,1000,3
2014-04-05 04:32:45,1396672365,1222,0,46,69,0,0,0,0,0,986,3
2014-04-05 04:33:45,1396672425,1227,0,46,69,0,0,0,0,0,996,3
2014-04-05 04:34:45,1396672485,1232,0,45,69,0,0,0,0,0,992,3
2014-04-05 04:35:45,1396672545,270,0,45,69,0,0,0,0,0,1006,3
2014-04-05 05:21:45,1396675305,277,0,55,71,0,0,0,0,0,1,3
2014-04-05 05:22:44,1396675364,274,0,51,70,0,0,0,0,0,1,3
2014-04-05 05:23:44,1396675424,275,0,48,71,0,0,0,0,0,1,3
2014-04-05 05:24:44,1396675484,273,0,47,71,0,0,0,0,0,1,3
2014-04-05 05:25:44,1396675544,268,0,46,69,0,0,0,0,0,1,3
2014-04-05 05:26:44,1396675604,267,0,46,70,0,0,0,0,0,1,3
2014-04-05 05:27:44,1396675664,272,0,46,69,0,0,0,0,0,1,3
2014-04-05 05:28:44,1396675724,270,0,46,70,0,0,0,0,0,1,3
2014-04-05 05:29:44,1396675784,267,0,45,69,0,0,0,0,0,1,3
2014-04-05 05:30:45,1396675845,267,0,45,69,0,0,0,0,0,1,3
2014-04-05 05:31:43,1396675903,273,0,44,69,0,0,0,0,0,1,3
2014-04-05 05:32:44,1396675964,268,0,45,69,0,0,0,0,0,1,3
2014-04-05 05:33:44,1396676024,267,0,45,69,0,0,0,0,0,1,3
2014-04-05 05:34:44,1396676084,272,0,45,69,0,0,0,0,0,1,3
2014-04-05 06:14:33,1396678473,331,79,0,79,0,0,0,0,0,1,3
2014-04-05 06:15:33,1396678533,326,78,0,76,0,0,0,0,0,1,3
2014-04-05 06:16:33,1396678593,323,78,0,74,0,0,0,0,0,1,3
2014-04-05 06:17:33,1396678653,391,75,57,74,0,0,0,0,0,1,4
2014-04-05 06:18:33,1396678713,368,74,53,72,0,0,0,0,0,1,4
2014-04-05 06:19:33,1396678773,364,74,50,72,0,0,0,0,0,1,4
2014-04-05 06:20:34,1396678834,368,73,48,72,0,0,0,0,0,1,4
2014-04-05 06:21:34,1396678894,359,73,47,71,0,0,0,0,0,1,4
2014-04-05 06:22:33,1396678953,360,72,47,71,0,0,0,0,0,1,4
2014-04-05 06:23:33,1396679013,356,71,46,70,0,0,0,0,0,1,4
2014-04-05 06:24:33,1396679073,360,71,46,70,0,0,0,0,0,1,4
2014-04-05 06:25:34,1396679134,358,70,46,70,0,0,0,0,0,1,4
2014-04-05 06:26:33,1396679193,354,71,45,70,0,0,0,0,0,1,4
2014-04-05 06:27:33,1396679253,358,70,45,70,0,0,0,0,0,1,4
2014-04-05 06:28:34,1396679314,352,70,45,70,0,0,0,0,0,1,4
2014-04-05 06:29:34,1396679374,354,69,45,70,0,0,0,0,0,1,4
2014-04-05 06:30:34,1396679434,352,69,45,70,0,0,0,0,0,1,4
2014-04-05 06:31:48,1396679508,349,68,44,69,0,0,0,0,0,1,4
2014-04-05 06:32:48,1396679568,351,68,44,69,0,0,0,0,0,1,4
2014-04-05 06:33:48,1396679628,269,0,45,69,0,0,0,0,0,1,3
2014-04-05 07:13:30,1396682010,348,0,58,82,0,0,0,0,0,1,3
2014-04-05 07:14:30,1396682070,343,0,53,76,0,0,0,0,0,1,3
2014-04-05 07:15:30,1396682130,335,0,51,75,0,0,0,0,0,1,3
2014-04-05 07:16:33,1396682193,318,0,48,74,0,0,0,0,0,1,3
2014-04-05 07:17:31,1396682251,319,0,48,73,0,0,0,0,0,1,3
2014-04-05 07:18:30,1396682310,315,0,47,73,0,0,0,0,0,1,3
2014-04-05 07:19:30,1396682370,312,0,47,72,0,0,0,0,0,1,3
2014-04-05 07:20:30,1396682430,313,0,46,72,0,0,0,0,0,1,3
2014-04-05 07:21:30,1396682490,331,0,46,72,0,0,0,0,0,1,3
2014-04-05 07:22:30,1396682550,329,0,46,72,0,0,0,0,0,1,3
2014-04-05 07:23:30,1396682610,331,12,45,70,0,0,0,0,0,1,4
2014-04-05 07:24:31,1396682671,313,0,46,70,0,0,0,0,0,1,3
2014-04-05 07:25:30,1396682730,307,0,45,71,0,0,0,0,0,1,3
2014-04-05 07:26:30,1396682790,317,0,46,70,0,0,0,0,0,1,3
2014-04-05 07:27:30,1396682850,266,0,45,71,0,0,0,0,0,1,3
2014-04-05 07:28:30,1396682910,266,0,45,70,0,0,0,0,0,1,3
2014-04-05 07:29:29,1396682969,272,0,45,70,0,0,0,0,0,1,3
2014-04-05 07:30:30,1396683030,229,0,40,69,0,0,0,0,0,1,3
2014-04-05 08:07:58,1396685278,296,75,57,0,0,0,0,0,0,1,3
2014-04-05 08:08:58,1396685338,299,75,52,0,0,0,0,0,0,1,3
2014-04-05 08:09:58,1396685398,290,74,50,0,0,0,0,0,0,1,3
2014-04-05 08:10:58,1396685458,338,73,48,0,0,0,0,26,0,1,4
2014-04-05 08:11:59,1396685519,343,72,47,0,0,0,0,24,0,1,4
2014-04-05 08:13:00,1396685580,430,72,47,82,0,0,0,29,0,1,5
2014-04-05 08:13:58,1396685638,425,72,47,76,0,0,0,25,0,1,5
2014-04-05 08:14:58,1396685698,430,70,46,75,0,0,0,33,0,1,5
2014-04-05 08:15:59,1396685759,417,70,46,74,0,0,0,24,0,1,5
2014-04-05 08:16:59,1396685819,405,69,47,73,0,0,0,42,0,1,5
2014-04-05 08:17:57,1396685877,408,69,46,72,0,0,0,24,0,1,5
2014-04-05 08:18:59,1396685939,405,69,45,72,0,0,0,30,0,1,5
2014-04-05 08:19:58,1396685998,405,69,45,70,0,0,0,41,0,1,5
2014-04-05 08:20:58,1396686058,409,69,45,72,0,0,0,25,0,1,5
2014-04-05 08:21:59,1396686119,413,68,45,71,0,0,0,45,0,1,5
2014-04-05 08:22:59,1396686179,401,68,45,71,0,0,0,23,0,1,5
2014-04-05 08:23:59,1396686239,323,43,45,70,0,0,0,37,0,1,5
2014-04-05 08:24:59,1396686299,326,0,24,70,0,0,0,24,0,1,4
2014-04-05 08:25:58,1396686358,293,0,0,70,0,0,0,23,0,1,3
